SearchDate,MonthYear,Institution,CellPhone,Cocaine,Hash,Heroin,Marijuana,Methamphetamine,Tobacco,Butane_Oil,Suboxone,Fentanyl,Total
Nov-18,11-2018,CTF,15,0,0,1,1,0,1,0,0,0,18
Nov-18,11-2018,CVSP,0,0,0,0,0,0,0,0,0,0,0
Nov-18,11-2018,DVI,3,0,0,1,5,0,3,0,0,0,12
Nov-18,11-2018,FOL,21,0,0,5,9,7,0,0,0,0,42
Nov-18,11-2018,HDSP,5,0,0,10,1,4,0,0,0,0,20
Nov-18,11-2018,ISP,32,0,0,6,1,1,1,3,0,0,44
Nov-18,11-2018,KVSP,17,0,0,4,5,7,1,0,0,0,34
Nov-18,11-2018,LAC,21,0,0,6,12,20,2,0,0,0,61
Nov-18,11-2018,MCSP,10,0,1,8,2,0,1,0,0,0,22
Nov-18,11-2018,NKSP,12,0,0,7,2,4,2,0,0,0,27
Nov-18,11-2018,PBSP,1,0,0,2,0,0,0,0,0,0,3
Nov-18,11-2018,PVSP,11,0,0,1,1,1,0,0,0,0,14
Nov-18,11-2018,RJD,4,0,0,3,7,9,0,0,0,0,23
Nov-18,11-2018,SAC,44,0,0,5,10,6,10,1,0,0,76
Nov-18,11-2018,SATF,10,0,0,4,2,2,0,1,0,0,19
Nov-18,11-2018,SCC,39,1,0,4,16,10,9,0,0,0,79
Nov-18,11-2018,SOL,14,0,0,1,2,0,0,2,0,0,19
Nov-18,11-2018,SQ,26,0,0,1,9,3,0,0,0,0,39
Nov-18,11-2018,SVSP,42,0,0,5,5,1,4,0,0,0,57
Nov-18,11-2018,VSP,8,0,0,4,3,3,1,0,0,0,19
Nov-18,11-2018,WSP,23,0,0,2,4,1,2,1,0,0,33
Dec-18,12-2018,ASP,3,0,0,2,0,1,1,0,0,0,7
Dec-18,12-2018,CAC,0,0,0,5,0,2,0,0,0,0,7
Dec-18,12-2018,CAL,41,0,0,10,3,1,1,1,0,0,57
Dec-18,12-2018,CCC,34,0,0,0,10,4,2,0,0,0,50
Dec-18,12-2018,CCI,6,0,0,9,0,3,0,0,0,0,18
Dec-18,12-2018,CCWF,3,0,0,4,2,3,0,0,0,0,12
Dec-18,12-2018,CEN,20,0,0,3,4,0,1,0,0,0,28
Dec-18,12-2018,CHCF,7,0,0,0,0,0,0,0,0,0,7
Dec-18,12-2018,CIM,5,0,0,0,1,0,1,0,0,0,7
Dec-18,12-2018,CIW,3,0,0,1,0,2,0,0,0,0,6
Dec-18,12-2018,CMC,19,0,0,4,3,2,1,0,0,0,29
Dec-18,12-2018,CMF,39,0,0,1,13,0,6,1,0,0,60
Dec-18,12-2018,COR,16,0,0,4,6,2,9,0,0,0,37
Dec-18,12-2018,CRC,17,0,0,1,5,2,0,0,0,0,25
Dec-18,12-2018,CTF,6,0,0,0,0,1,0,0,0,0,7
Dec-18,12-2018,CVSP,0,0,0,0,0,0,0,0,0,0,0
Dec-18,12-2018,DVI,6,0,0,0,10,4,2,0,0,0,22
Dec-18,12-2018,FOL,36,0,0,5,17,8,10,2,0,0,78
Dec-18,12-2018,HDSP,7,0,0,9,8,6,0,0,0,0,30
Dec-18,12-2018,ISP,21,0,0,7,1,1,1,0,0,0,31
Dec-18,12-2018,KVSP,14,0,0,13,10,9,0,0,0,0,46
Dec-18,12-2018,LAC,21,0,0,6,5,3,2,0,0,0,37
Dec-18,12-2018,MCSP,11,0,0,2,1,2,1,0,0,0,17
Dec-18,12-2018,NKSP,13,0,0,0,1,0,1,1,0,0,16
Dec-18,12-2018,PBSP,1,0,0,2,0,2,0,1,0,0,6
Dec-18,12-2018,PVSP,16,0,0,3,2,2,3,0,0,0,26
Dec-18,12-2018,RJD,4,0,0,2,3,2,1,0,0,0,12
Dec-18,12-2018,SAC,35,0,0,7,5,1,3,0,0,0,51
Dec-18,12-2018,SATF,19,0,0,2,4,5,2,0,0,0,32
Dec-18,12-2018,SCC,42,0,0,1,6,5,5,0,0,0,59
Dec-18,12-2018,SOL,18,0,0,1,2,0,1,1,0,0,23
Dec-18,12-2018,SQ,35,0,0,2,20,11,4,0,0,0,72
Dec-18,12-2018,SVSP,27,0,0,5,7,8,4,3,0,0,54
Dec-18,12-2018,VSP,11,0,0,1,4,1,0,0,0,0,17
Dec-18,12-2018,WSP,18,0,0,3,3,2,0,0,0,0,26
Jan-19,01-2019,ASP,7,0,0,1,0,0,0,0,7,0,15
Jan-19,01-2019,CAC,9,0,0,3,0,3,0,0,0,0,15
Jan-19,01-2019,CAL,20,1,0,12,3,3,4,0,0,0,43
Jan-19,01-2019,CCC,52,0,0,1,6,3,1,0,0,0,63
Jan-19,01-2019,CCI,12,1,0,6,3,7,0,0,0,0,29
Jan-19,01-2019,CCWF,6,0,0,3,0,1,1,0,0,0,11
Jan-19,01-2019,CEN,43,0,0,4,13,2,5,0,0,0,67
Jan-19,01-2019,CHCF,18,0,0,0,0,1,0,0,0,0,19
Jan-19,01-2019,CIM,4,0,0,10,5,6,4,0,0,0,29
Jan-19,01-2019,CIW,3,0,0,0,1,1,0,0,0,0,5
Jan-19,01-2019,CMC,26,1,0,3,11,4,2,1,0,0,48
Jan-19,01-2019,CMF,46,0,0,1,6,5,7,0,0,0,65
Jan-19,01-2019,COR,13,0,0,1,4,2,0,0,0,0,20
Jan-19,01-2019,CRC,22,0,0,3,0,4,0,0,0,0,29
Jan-19,01-2019,CTF,13,0,0,1,4,2,1,0,0,0,21
Jan-19,01-2019,CVSP,0,0,0,0,0,0,2,0,0,0,2
Jan-19,01-2019,DVI,7,0,0,2,7,1,1,0,0,0,18
Jan-19,01-2019,FOL,23,0,0,13,8,3,1,0,0,0,48
Jan-19,01-2019,HDSP,11,0,0,2,4,3,0,0,0,0,20
Jan-19,01-2019,ISP,24,0,0,5,0,5,0,0,0,0,34
Jan-19,01-2019,KVSP,42,1,0,6,11,6,3,1,0,0,70
Jan-19,01-2019,LAC,29,0,0,4,12,5,11,0,0,0,61
Jan-19,01-2019,MCSP,12,0,0,14,16,3,5,0,0,0,50
Jan-19,01-2019,NKSP,21,0,1,2,0,2,0,0,0,0,26
Jan-19,01-2019,PBSP,0,0,0,0,0,0,0,0,0,0,0
Jan-19,01-2019,PVSP,3,0,0,1,0,1,0,0,0,0,5
Jan-19,01-2019,RJD,38,0,0,5,5,2,5,0,0,0,55
Jan-19,01-2019,SAC,29,0,0,5,5,0,4,0,0,0,43
Jan-19,01-2019,SATF,10,0,0,0,2,4,0,0,0,0,16
Jan-19,01-2019,SCC,56,2,0,0,10,6,14,0,0,0,88
Jan-19,01-2019,SOL,30,1,0,3,1,0,1,1,0,0,37
Jan-19,01-2019,SQ,22,0,0,2,7,2,5,0,0,0,38
Jan-19,01-2019,SVSP,27,0,0,5,12,2,1,0,0,0,47
Jan-19,01-2019,VSP,5,0,0,1,3,1,0,0,0,0,10
Jan-19,01-2019,WSP,14,0,0,0,9,5,6,1,0,0,35
Feb-19,02-2019,ASP,11,0,0,2,0,1,0,0,0,0,14
Feb-19,02-2019,CAC,10,0,0,5,0,0,0,0,0,0,15
Feb-19,02-2019,CAL,26,0,0,3,4,2,3,5,0,0,43
Feb-19,02-2019,CCC,29,0,0,1,8,0,1,0,0,0,39
Feb-19,02-2019,CCI,6,0,0,6,4,4,0,0,0,0,20
Feb-19,02-2019,CCWF,1,0,0,2,3,3,0,0,0,0,9
Feb-19,02-2019,CEN,15,0,0,5,5,0,3,0,0,0,28
Feb-19,02-2019,CHCF,6,0,0,0,1,1,5,0,0,0,13
Feb-19,02-2019,CIM,2,0,0,2,2,1,0,0,0,0,7
Feb-19,02-2019,CIW,2,0,0,1,1,4,0,0,0,0,8
Feb-19,02-2019,CMC,12,0,0,0,1,1,0,0,0,0,14
Feb-19,02-2019,CMF,27,0,0,0,3,1,3,0,0,0,34
Feb-19,02-2019,COR,24,0,0,5,9,3,3,0,0,0,44
Feb-19,02-2019,CRC,11,0,0,0,2,3,2,0,0,0,18
Feb-19,02-2019,CTF,14,0,0,2,0,0,0,0,0,0,16
Feb-19,02-2019,CVSP,0,0,0,0,0,0,0,0,0,0,0
Feb-19,02-2019,DVI,4,0,0,1,2,1,0,0,0,0,8
Feb-19,02-2019,FOL,12,0,0,3,5,4,3,1,0,0,28
Feb-19,02-2019,HDSP,7,0,0,2,5,5,0,0,0,0,19
Feb-19,02-2019,ISP,26,0,0,3,0,0,2,0,0,0,31
Feb-19,02-2019,KVSP,20,0,0,3,4,7,1,1,0,0,36
Feb-19,02-2019,LAC,37,0,0,6,7,10,2,0,0,0,62
Feb-19,02-2019,MCSP,15,0,0,2,6,3,1,0,0,0,27
Feb-19,02-2019,NKSP,11,0,0,3,0,0,2,0,0,0,16
Feb-19,02-2019,PBSP,1,0,0,0,0,0,0,0,0,0,1
Feb-19,02-2019,PVSP,27,0,0,10,10,8,2,7,0,0,64
Feb-19,02-2019,RJD,25,0,0,1,2,2,1,0,0,0,31
Feb-19,02-2019,SAC,38,0,0,9,2,1,2,0,0,0,52
Feb-19,02-2019,SATF,9,0,0,2,2,2,2,2,0,0,19
Feb-19,02-2019,SCC,32,0,0,2,2,3,3,0,0,0,42
Feb-19,02-2019,SOL,22,0,1,1,4,2,0,0,0,0,30
Feb-19,02-2019,SQ,19,0,0,0,4,3,0,0,0,0,26
Feb-19,02-2019,SVSP,40,0,0,12,8,4,5,2,0,0,71
Feb-19,02-2019,VSP,5,0,0,0,0,1,0,0,0,0,6
Feb-19,02-2019,WSP,15,0,0,1,2,0,0,0,0,0,18
Mar-19,03-2019,ASP,1,0,0,0,0,1,0,0,0,0,2
Mar-19,03-2019,CAC,13,0,0,1,2,1,1,0,0,0,18
Mar-19,03-2019,CAL,27,0,0,9,5,1,2,1,0,0,45
Mar-19,03-2019,CCC,46,0,0,2,4,0,2,0,0,0,54
Mar-19,03-2019,CCI,3,0,0,5,1,2,0,0,0,2,13
Mar-19,03-2019,CCWF,4,0,0,1,1,1,0,0,0,0,7
Mar-19,03-2019,CEN,22,0,0,6,4,2,1,0,0,0,35
Mar-19,03-2019,CHCF,9,0,0,0,3,1,2,0,0,0,15
Mar-19,03-2019,CIM,5,0,0,1,1,1,2,0,0,0,10
Mar-19,03-2019,CIW,7,0,0,0,0,1,0,0,0,0,8
Mar-19,03-2019,CMC,15,1,0,3,1,9,0,0,0,0,29
Mar-19,03-2019,CMF,21,0,0,0,7,0,5,1,0,0,34
Mar-19,03-2019,COR,35,0,0,9,7,4,5,1,0,0,61
Mar-19,03-2019,CRC,0,0,0,0,5,5,1,0,0,0,11
Mar-19,03-2019,CTF,11,0,0,1,1,2,0,0,0,0,15
Mar-19,03-2019,CVSP,0,0,0,0,0,0,0,0,0,0,0
Mar-19,03-2019,DVI,10,1,0,4,9,1,5,0,0,0,30
Mar-19,03-2019,FOL,16,0,0,8,6,5,1,0,0,0,36
Mar-19,03-2019,HDSP,3,0,0,1,2,2,0,4,0,0,12
Mar-19,03-2019,ISP,38,0,0,3,2,0,0,0,0,0,43
Mar-19,03-2019,KVSP,36,0,0,4,5,8,1,0,0,0,54
Mar-19,03-2019,LAC,23,0,0,6,5,3,5,0,0,0,42
Mar-19,03-2019,MCSP,13,1,0,4,4,3,0,0,0,0,25
Mar-19,03-2019,NKSP,20,0,0,2,0,1,2,0,0,0,25
Mar-19,03-2019,PBSP,2,0,0,0,0,0,0,0,0,0,2
Mar-19,03-2019,PVSP,8,0,0,3,0,2,0,1,0,0,14
Mar-19,03-2019,RJD,15,0,0,4,2,2,0,0,0,0,23
Mar-19,03-2019,SAC,67,0,0,0,6,7,1,0,0,0,81
Mar-19,03-2019,SATF,12,0,0,7,3,4,0,1,0,0,27
Mar-19,03-2019,SCC,44,1,0,1,10,7,7,0,0,0,70
Mar-19,03-2019,SOL,21,0,0,0,3,2,1,1,0,0,28
Mar-19,03-2019,SQ,17,0,0,1,6,2,1,0,0,0,27
Mar-19,03-2019,SVSP,49,0,0,14,10,8,7,1,0,0,89
Mar-19,03-2019,VSP,6,0,0,1,1,0,0,0,0,0,8
Mar-19,03-2019,WSP,19,0,0,2,4,2,1,0,0,0,28
Apr-19,04-2019,ASP,5,0,0,0,0,3,0,0,0,0,8
Apr-19,04-2019,CAC,11,0,0,2,1,0,0,1,0,0,15
Apr-19,04-2019,CAL,32,0,0,8,3,2,8,1,0,0,54
Apr-19,04-2019,CCC,39,0,0,3,8,11,6,2,0,0,69
Apr-19,04-2019,CCI,3,0,0,1,2,4,0,0,0,0,10
Apr-19,04-2019,CCWF,4,0,0,5,1,2,0,0,0,0,12
Apr-19,04-2019,CEN,26,0,0,11,3,1,1,0,0,0,42
Apr-19,04-2019,CHCF,7,0,0,1,0,0,0,0,0,0,8
Apr-19,04-2019,CIM,4,0,0,2,0,2,1,0,0,0,9
Apr-19,04-2019,CIW,2,0,0,1,0,3,0,0,0,0,6
Apr-19,04-2019,CMC,16,0,0,2,0,5,0,0,0,0,23
Apr-19,04-2019,CMF,27,0,0,1,5,4,4,0,0,0,41
Apr-19,04-2019,COR,29,0,0,12,11,6,3,1,0,0,62
Apr-19,04-2019,CRC,1,0,0,0,5,3,1,0,0,0,10
Apr-19,04-2019,CTF,22,0,0,2,0,2,0,0,0,0,26
Apr-19,04-2019,CVSP,0,0,0,0,0,0,0,0,0,0,0
Apr-19,04-2019,DVI,4,0,0,3,4,4,0,0,0,1,16
Apr-19,04-2019,FOL,23,0,0,3,10,7,6,0,0,0,49
Apr-19,04-2019,HDSP,3,0,0,3,1,0,0,0,0,0,7
Apr-19,04-2019,ISP,29,0,0,6,0,1,3,0,0,0,39
Apr-19,04-2019,KVSP,10,0,0,4,3,7,3,0,0,0,27
Apr-19,04-2019,LAC,43,1,0,12,11,10,7,0,0,0,84
Apr-19,04-2019,MCSP,14,1,1,10,9,6,3,0,0,0,44
Apr-19,04-2019,NKSP,26,0,0,1,0,1,0,0,0,0,28
Apr-19,04-2019,PBSP,4,0,0,0,0,0,0,0,0,0,4
Apr-19,04-2019,PVSP,13,0,0,2,0,2,0,1,0,0,18
Apr-19,04-2019,RJD,21,0,0,5,7,5,3,0,0,0,41
Apr-19,04-2019,SAC,26,0,0,6,0,0,0,0,0,0,32
Apr-19,04-2019,SATF,8,0,0,2,2,2,1,2,0,0,17
Apr-19,04-2019,SCC,44,0,0,2,3,2,6,0,0,0,57
Apr-19,04-2019,SOL,31,0,0,3,4,1,2,1,0,0,42
Apr-19,04-2019,SQ,17,0,0,0,5,3,2,0,0,0,27
Apr-19,04-2019,SVSP,42,0,0,5,16,5,8,4,0,0,80
Apr-19,04-2019,VSP,8,0,0,2,0,0,1,0,0,0,11
Apr-19,04-2019,WSP,11,0,0,4,3,1,2,1,0,0,22
May-19,05-2019,ASP,8,0,0,3,1,3,0,0,2,0,17
May-19,05-2019,CAC,14,0,0,4,0,0,0,0,0,0,18
May-19,05-2019,CAL,25,0,0,3,4,0,1,1,1,0,35
May-19,05-2019,CCC,33,0,0,0,3,5,4,0,2,0,47
May-19,05-2019,CCI,15,0,0,4,2,5,0,0,0,0,26
May-19,05-2019,CCWF,13,0,0,6,6,1,2,0,2,0,30
May-19,05-2019,CEN,21,0,0,4,5,2,0,0,1,0,33
May-19,05-2019,CHCF,8,0,0,0,3,0,1,0,0,0,12
May-19,05-2019,CIM,9,0,0,1,2,3,6,0,3,0,24
May-19,05-2019,CIW,3,0,0,0,0,1,2,0,0,0,6
May-19,05-2019,CMC,6,0,0,4,2,0,0,0,0,0,12
May-19,05-2019,CMF,19,0,0,3,5,1,2,0,0,0,30
May-19,05-2019,COR,33,0,0,4,2,4,2,1,0,0,46
May-19,05-2019,CRC,9,0,0,1,2,4,0,0,0,0,16
May-19,05-2019,CTF,19,0,0,0,2,0,3,0,0,0,24
May-19,05-2019,CVSP,1,0,0,0,0,0,0,0,0,0,1
May-19,05-2019,DVI,4,0,0,2,8,2,1,0,0,0,17
May-19,05-2019,FOL,6,0,0,4,6,4,1,0,0,0,21
May-19,05-2019,HDSP,25,0,0,11,1,4,0,0,0,0,41
May-19,05-2019,ISP,20,0,0,10,4,5,3,0,0,0,42
May-19,05-2019,KVSP,15,0,0,12,9,8,0,0,1,0,45
May-19,05-2019,LAC,38,0,0,13,13,10,4,0,0,2,80
May-19,05-2019,MCSP,6,0,0,8,0,4,1,0,1,0,20
May-19,05-2019,NKSP,18,0,0,0,2,2,1,1,0,0,24
May-19,05-2019,PBSP,3,0,0,0,0,0,0,0,0,0,3
May-19,05-2019,PVSP,12,0,0,4,1,0,2,1,3,0,23
May-19,05-2019,RJD,42,0,0,7,11,11,5,0,0,1,77
May-19,05-2019,SAC,22,0,0,3,7,6,0,0,0,0,38
May-19,05-2019,SATF,4,0,0,6,6,7,0,0,0,0,23
May-19,05-2019,SCC,47,0,0,0,7,7,4,0,4,0,69
May-19,05-2019,SOL,16,0,1,6,2,4,4,6,0,0,39
May-19,05-2019,SQ,24,0,0,5,8,8,6,0,0,0,51
May-19,05-2019,SVSP,42,1,0,8,12,5,6,1,0,0,75
May-19,05-2019,VSP,12,0,0,1,1,0,0,0,2,0,16
May-19,05-2019,WSP,24,0,0,7,5,3,1,0,0,0,40
Jun-19,06-2019,ASP,4,0,0,1,1,4,1,0,0,0,11
Jun-19,06-2019,CAC,28,0,0,6,3,0,1,0,0,0,38
Jun-19,06-2019,CAL,14,0,0,2,2,4,3,0,3,0,28
Jun-19,06-2019,CCC,47,0,0,1,5,6,4,0,2,0,65
Jun-19,06-2019,CCI,9,0,0,8,3,4,1,0,2,0,27
Jun-19,06-2019,CCWF,2,0,0,2,0,1,0,0,6,0,11
Jun-19,06-2019,CEN,27,0,0,5,2,3,0,0,0,0,37
Jun-19,06-2019,CHCF,11,0,0,0,0,0,6,0,0,0,17
Jun-19,06-2019,CIM,4,0,0,1,1,2,1,0,2,0,11
Jun-19,06-2019,CIW,1,0,0,0,0,1,1,0,1,0,4
Jun-19,06-2019,CMC,10,0,0,0,0,1,1,0,0,0,12
Jun-19,06-2019,CMF,13,0,0,1,2,1,1,0,0,0,18
Jun-19,06-2019,COR,18,0,0,6,5,4,2,0,1,0,36
Jun-19,06-2019,CRC,10,0,0,0,6,3,1,0,0,0,20
Jun-19,06-2019,CTF,20,0,0,1,4,2,0,0,1,0,28
Jun-19,06-2019,CVSP,0,0,0,0,0,1,2,0,0,0,3
Jun-19,06-2019,DVI,1,0,0,3,0,1,1,0,0,0,6
Jun-19,06-2019,FOL,18,0,0,1,10,2,0,0,2,0,33
Jun-19,06-2019,HDSP,32,0,0,3,4,4,0,1,1,0,45
Jun-19,06-2019,ISP,24,0,2,6,0,6,2,0,0,0,40
Jun-19,06-2019,KVSP,10,1,0,13,8,7,0,0,1,0,40
Jun-19,06-2019,LAC,35,0,0,8,6,1,1,0,1,0,52
Jun-19,06-2019,MCSP,10,0,0,5,4,6,3,0,3,0,31
Jun-19,06-2019,NKSP,8,0,0,2,2,1,2,0,0,0,15
Jun-19,06-2019,PBSP,3,0,0,2,2,1,0,0,0,0,8
Jun-19,06-2019,PVSP,29,0,0,3,4,3,0,1,6,0,46
Jun-19,06-2019,RJD,41,0,0,10,6,6,5,0,0,0,68
Jun-19,06-2019,SAC,30,0,0,5,5,2,0,1,1,0,44
Jun-19,06-2019,SATF,4,0,0,5,0,3,0,0,2,0,14
Jun-19,06-2019,SCC,51,0,0,1,1,1,4,0,1,0,59
Jun-19,06-2019,SOL,21,0,0,2,7,0,0,1,0,0,31
Jun-19,06-2019,SQ,16,0,0,2,6,6,4,0,0,0,34
Jun-19,06-2019,SVSP,60,1,0,14,16,9,8,0,1,1,110
Jun-19,06-2019,VSP,9,0,0,0,1,3,0,0,4,0,17
Jun-19,06-2019,WSP,20,0,0,0,3,4,0,0,0,0,27
Jul-19,07-2019,ASP,1,0,0,0,0,1,0,0,0,0,2
Jul-19,07-2019,CAC,13,0,0,2,0,0,0,0,0,0,15
Jul-19,07-2019,CAL,24,0,0,6,8,6,1,0,2,0,47
Jul-19,07-2019,CCC,19,0,0,1,3,5,2,0,2,0,32
Jul-19,07-2019,CCI,17,0,0,6,2,2,1,0,0,0,28
Jul-19,07-2019,CCWF,3,0,0,3,3,2,0,0,4,0,15
Jul-19,07-2019,CEN,25,1,1,12,1,2,0,0,0,0,42
Jul-19,07-2019,CHCF,8,0,0,0,1,3,0,0,0,0,12
Jul-19,07-2019,CIM,3,0,0,0,1,1,2,0,0,0,7
Jul-19,07-2019,CIW,1,0,0,2,0,3,0,0,0,0,6
Jul-19,07-2019,CMC,10,0,0,2,3,2,1,0,0,0,18
Jul-19,07-2019,CMF,43,0,0,0,3,0,6,0,0,0,52
Jul-19,07-2019,COR,12,0,0,6,5,2,0,0,0,0,25
Jul-19,07-2019,CRC,10,0,0,2,8,7,0,0,0,0,27
Jul-19,07-2019,CTF,17,0,0,0,2,1,1,0,1,0,22
Jul-19,07-2019,CVSP,0,0,0,0,0,0,3,0,0,0,3
Jul-19,07-2019,DVI,1,0,0,8,3,5,0,0,0,0,17
Jul-19,07-2019,FOL,30,1,0,8,14,2,1,0,2,0,58
Jul-19,07-2019,HDSP,3,0,0,2,1,3,0,2,0,0,11
Jul-19,07-2019,ISP,31,0,3,6,3,2,6,0,0,0,51
Jul-19,07-2019,KVSP,16,0,0,11,3,9,0,1,4,0,44
Jul-19,07-2019,LAC,30,0,0,5,6,3,5,0,2,0,51
Jul-19,07-2019,MCSP,8,0,0,7,4,4,2,0,4,0,29
Jul-19,07-2019,NKSP,19,0,0,0,0,1,0,0,0,0,20
Jul-19,07-2019,PBSP,1,0,0,2,0,1,0,0,0,0,4
Jul-19,07-2019,PVSP,41,0,0,4,1,2,0,2,4,0,54
Jul-19,07-2019,RJD,16,0,0,2,4,2,1,0,0,0,25
Jul-19,07-2019,SAC,12,0,0,2,5,2,3,3,0,0,27
Jul-19,07-2019,SATF,11,0,1,8,3,3,1,3,1,0,31
Jul-19,07-2019,SCC,64,0,0,1,5,5,6,0,2,0,83
Jul-19,07-2019,SOL,26,0,1,2,2,2,0,2,0,0,35
Jul-19,07-2019,SQ,11,0,0,3,12,5,3,0,0,0,34
Jul-19,07-2019,SVSP,39,1,0,22,9,9,3,5,0,0,88
Jul-19,07-2019,VSP,4,0,0,0,1,0,0,0,0,0,5
Jul-19,07-2019,WSP,5,0,0,0,2,1,1,0,0,0,9
Aug-19,08-2019,ASP,3,0,0,0,0,0,0,0,5,0,8
Aug-19,08-2019,CAC,12,0,0,0,0,2,0,0,1,0,15
Aug-19,08-2019,CAL,26,0,0,11,4,3,2,2,1,0,49
Aug-19,08-2019,CCC,25,0,0,7,3,1,3,0,1,0,40
Aug-19,08-2019,CCI,21,0,0,1,2,2,0,0,1,0,27
Aug-19,08-2019,CCWF,4,0,0,5,2,3,0,0,0,0,14
Aug-19,08-2019,CEN,17,2,0,8,7,4,2,0,1,0,41
Aug-19,08-2019,CHCF,15,0,0,0,3,2,2,0,0,0,22
Aug-19,08-2019,CIM,3,0,0,2,2,1,0,0,0,0,8
Aug-19,08-2019,CIW,3,0,0,0,0,1,0,0,0,0,4
Aug-19,08-2019,CMC,13,0,0,0,3,0,3,2,0,0,21
Aug-19,08-2019,CMF,29,0,0,0,6,6,6,0,0,0,47
Aug-19,08-2019,COR,21,0,0,12,14,5,0,3,0,0,55
Aug-19,08-2019,CRC,30,0,0,2,4,2,2,0,1,0,41
Aug-19,08-2019,CTF,11,0,0,2,2,3,0,0,1,0,19
Aug-19,08-2019,CVSP,0,0,0,0,0,4,2,0,0,0,6
Aug-19,08-2019,DVI,3,0,0,1,3,3,1,0,0,0,11
Aug-19,08-2019,FOL,19,0,0,6,3,7,2,2,3,0,42
Aug-19,08-2019,HDSP,3,0,0,3,1,5,0,1,1,1,15
Aug-19,08-2019,ISP,27,0,1,3,2,1,2,0,0,0,36
Aug-19,08-2019,KVSP,17,0,0,11,2,6,0,0,3,0,39
Aug-19,08-2019,LAC,25,0,0,12,7,5,7,0,0,0,56
Aug-19,08-2019,MCSP,6,0,1,7,1,4,3,1,8,2,33
Aug-19,08-2019,NKSP,14,0,0,2,3,6,1,1,0,0,27
Aug-19,08-2019,PBSP,3,0,0,0,0,0,0,0,0,0,3
Aug-19,08-2019,PVSP,8,0,0,2,2,3,0,3,7,0,25
Aug-19,08-2019,RJD,19,0,0,1,6,9,2,0,0,0,37
Aug-19,08-2019,SAC,51,0,0,13,12,7,9,5,0,0,97
Aug-19,08-2019,SATF,9,0,0,7,4,8,2,4,2,0,36
Aug-19,08-2019,SCC,32,0,0,0,0,2,4,0,0,0,38
Aug-19,08-2019,SOL,33,0,0,2,1,1,1,0,0,0,38
Aug-19,08-2019,SQ,14,0,0,4,5,8,4,0,0,0,35
Aug-19,08-2019,SVSP,34,0,0,13,9,7,5,1,0,0,69
Aug-19,08-2019,VSP,10,0,0,0,0,0,0,0,0,0,10
Aug-19,08-2019,WSP,24,0,0,2,5,2,2,0,0,0,35
Sep-19,09-2019,ASP,4,0,0,0,8,2,4,3,0,0,21
Sep-19,09-2019,CAC,33,0,0,4,0,0,0,0,0,0,37
Sep-19,09-2019,CAL,23,0,0,6,0,4,0,0,1,0,34
Sep-19,09-2019,CCC,29,0,0,0,1,1,2,0,1,0,34
Sep-19,09-2019,CCI,8,0,0,5,0,7,0,0,0,0,20
Sep-19,09-2019,CCWF,2,0,0,0,1,2,0,0,4,0,9
Sep-19,09-2019,CEN,22,0,0,7,7,1,2,0,0,0,39
Sep-19,09-2019,CHCF,3,0,0,0,1,1,2,0,0,0,7
Sep-19,09-2019,CIM,9,0,0,1,2,1,2,0,0,0,15
Sep-19,09-2019,CIW,3,0,0,0,0,3,0,0,2,0,8
Sep-19,09-2019,CMC,16,0,0,1,6,2,0,0,0,0,25
Sep-19,09-2019,CMF,24,0,0,0,2,6,6,0,0,0,38
Sep-19,09-2019,COR,19,0,0,2,3,5,2,0,0,0,31
Sep-19,09-2019,CRC,31,0,0,2,8,5,3,0,3,0,52
Sep-19,09-2019,CTF,12,0,0,1,2,1,1,0,0,0,17
Sep-19,09-2019,CVSP,1,0,0,0,0,0,0,0,0,0,1
Sep-19,09-2019,DVI,2,0,0,2,1,2,0,0,0,0,7
Sep-19,09-2019,FOL,20,0,0,5,6,5,0,0,0,0,36
Sep-19,09-2019,HDSP,11,0,0,2,0,1,0,0,1,0,15
Sep-19,09-2019,ISP,18,0,1,2,0,0,0,0,0,0,21
Sep-19,09-2019,KVSP,11,0,0,4,6,6,0,0,0,0,27
Sep-19,09-2019,LAC,77,0,0,18,17,12,1,0,1,1,127
Sep-19,09-2019,MCSP,13,0,0,4,6,5,2,0,3,0,33
Sep-19,09-2019,NKSP,24,0,0,7,0,2,1,0,0,0,34
Sep-19,09-2019,PBSP,0,0,0,0,0,0,0,0,0,0,0
Sep-19,09-2019,PVSP,32,0,0,8,3,6,1,1,3,0,54
Sep-19,09-2019,RJD,14,0,0,1,5,3,1,0,0,0,24
Sep-19,09-2019,SAC,44,0,0,10,5,5,3,1,0,0,68
Sep-19,09-2019,SATF,7,0,0,2,0,0,1,2,1,0,13
Sep-19,09-2019,SCC,34,0,0,0,1,0,2,0,0,0,37
Sep-19,09-2019,SOL,28,0,0,11,7,1,2,1,1,0,51
Sep-19,09-2019,SQ,43,0,0,1,17,16,25,0,0,0,102
Sep-19,09-2019,SVSP,27,0,0,8,8,8,4,3,0,0,58
Sep-19,09-2019,VSP,9,0,0,1,0,2,1,0,0,0,13
Sep-19,09-2019,WSP,37,0,0,6,14,7,6,1,1,0,72
Oct-19,10-2019,ASP,1,0,0,1,1,2,0,0,0,0,5
Oct-19,10-2019,CAC,25,0,0,5,1,2,0,0,0,0,33
Oct-19,10-2019,CAL,39,0,0,8,5,2,0,2,2,0,58
Oct-19,10-2019,CCC,19,0,0,2,2,3,1,2,2,0,31
