SearchDate,MonthYear,Institution,Cocaine,Hash,Heroin,Marijuana,Methamphetamine,Butane_Oil,Suboxone,Fentanyl,Total
Feb-18,02-2018,PVSP,0.0,0.0,0.0,0.0,63.74,0.0,0.0,0.0,63.74
Feb-18,02-2018,RJD,0.0,0.0,76.10000000000001,121.1,41.9,0.0,0.0,0.0,239.1
Feb-18,02-2018,SAC,0.0,0.0,3.641,5.48,745.69,0.0,0.0,0.0,754.811
Feb-18,02-2018,SATF,0.0,0.0,18.099999999999998,0.0,221.7,0.0,0.0,0.0,239.79999999999998
Feb-18,02-2018,SCC,0.0,0.0,0.0,26.400000000000002,133.5,0.0,0.0,0.0,159.9
Feb-18,02-2018,SOL,0.0,0.6,1.0,1.3,0.6,0.6,0.0,0.0,4.1000000000000005
Feb-18,02-2018,SQ,0.0,0.0,60.019999999999996,9.78,7.47,0.0,0.0,0.0,77.27
Feb-18,02-2018,SVSP,0.0,0.0,54.03,64.564,51.67,0.0,0.0,0.0,170.264
Feb-18,02-2018,VSP,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.68
Feb-18,02-2018,WSP,234.6,0.0,292.49,225.62,177.35,0.0,0.0,0.0,930.0600000000001
Mar-18,03-2018,ASP,0.0,0.0,0.3,0.0,99.27,0.0,0.0,0.0,99.57
Mar-18,03-2018,CAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar-18,03-2018,CAL,0.0,726.0,51.91,3399.05,0.5,0.0,0.0,0.0,4177.46
Mar-18,03-2018,CCC,0.0,0.0,0.0,595.4,0.5,0.0,0.0,0.0,595.9
Mar-18,03-2018,CCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar-18,03-2018,CCWF,0.0,0.0,6.7,0.0,58.4,0.0,0.0,0.0,65.1
Mar-18,03-2018,CEN,0.0,0.0,79.7,36.9,14.4,0.0,0.0,0.0,131.0
Mar-18,03-2018,CHCF,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,2.35
Mar-18,03-2018,CIM,0.0,0.0,15.0,3.3,16.3,0.0,0.0,0.0,34.6
Mar-18,03-2018,CIW,0.0,0.0,17.56,0.3,57.4,0.0,0.0,0.0,75.25999999999999
Mar-18,03-2018,CMC,0.0,0.0,0.0,0.0,0.35100000000000003,0.0,0.0,0.0,0.35100000000000003
Mar-18,03-2018,CMF,0.0,0.0,4.699999999999999,0.0,0.0,0.0,0.0,0.0,4.699999999999999
Mar-18,03-2018,COR,0.0,0.0,54.8,378.0,6.2,0.0,0.0,0.0,439.0
Mar-18,03-2018,CRC,0.0,0.0,4.7,3.9,18.5,0.0,0.0,0.0,27.1
Mar-18,03-2018,CTF,0.0,0.0,1.3399999999999999,4.13,1.05,0.0,0.0,0.0,6.52
Mar-18,03-2018,CVSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar-18,03-2018,DVI,0.0,0.0,0.0,0.5,2.7,0.0,0.0,0.0,3.2
Mar-18,03-2018,FOL,0.0,15.0,32.8,104.39999999999999,90.8,15.0,0.0,0.0,258.0
Mar-18,03-2018,HDSP,0.6,0.0,0.3,10.5,132.4,0.0,0.0,0.0,143.8
Mar-18,03-2018,ISP,0.0,0.0,8.19,3.06,7.34,0.0,0.0,0.0,18.59
Mar-18,03-2018,KVSP,0.0,0.0,220.6546,330.21,428.1,0.0,0.0,0.0,978.9646
Mar-18,03-2018,LAC,0.0,0.0,27.4,193.48,76.06,0.0,0.0,0.0,296.94
Mar-18,03-2018,MCSP,0.0,0.0,28.4,0.0,0.0,0.0,0.0,0.0,28.4
Mar-18,03-2018,NKSP,0.0,0.0,22.35,393.4,22.0,0.0,0.0,0.0,437.75
Mar-18,03-2018,PBSP,0.0,0.0,2.6,0.1,11.0,0.0,0.0,0.0,13.7
Mar-18,03-2018,PVSP,0.0,0.0,0.0,80.04,28.17,0.0,0.0,0.0,108.21000000000001
Mar-18,03-2018,RJD,0.8,0.0,10.4,249.8,7.9,0.0,0.0,0.0,268.9
Mar-18,03-2018,SAC,0.0,0.0,150.16,246.35,60.69,0.0,0.0,0.0,457.2
Mar-18,03-2018,SATF,4.8,0.0,54.1,18.8,67.80000000000001,57.8,0.0,0.0,203.3
Mar-18,03-2018,SCC,0.0,0.0,10.0,177.2,56.669,0.0,0.0,0.0,243.86899999999997
Mar-18,03-2018,SOL,0.0,0.8,4.6,15.7,0.7,0.8,0.0,0.0,22.599999999999998
Mar-18,03-2018,SQ,0.0,0.0,62.46,239.81,284.43,0.0,0.0,0.0,586.7
Mar-18,03-2018,SVSP,0.0,0.0,199.02700000000002,518.138,300.20799999999997,30.03,0.0,0.0,1047.403
Mar-18,03-2018,VSP,0.0,0.0,8.86,22.53,0.0,0.0,0.0,0.0,31.39
Mar-18,03-2018,WSP,0.0,0.0,11.3,52.58,46.53,2.13,0.0,0.0,112.53999999999999
Apr-18,04-2018,ASP,0.0,0.0,205.18,0.0,0.0,0.0,0.0,0.0,205.18
Apr-18,04-2018,CAC,0.0,0.0,15.54,0.0,0.0,0.0,0.0,0.0,15.54
Apr-18,04-2018,CAL,0.0,0.0,35.12,108.85,0.2,0.0,0.0,0.0,144.17
Apr-18,04-2018,CCC,12.1,0.0,69.0,27.9,152.6,0.0,0.0,0.0,261.6
Apr-18,04-2018,CCI,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,8.1
Apr-18,04-2018,CCWF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apr-18,04-2018,CEN,0.0,0.0,32.2,14.9,0.5,0.0,0.0,0.0,47.6
Apr-18,04-2018,CHCF,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,2.18
Apr-18,04-2018,CIM,0.0,0.0,0.5,10.7,1.7,0.0,0.0,0.0,12.899999999999999
Apr-18,04-2018,CIW,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,5.6
Apr-18,04-2018,CMC,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,40.0
Apr-18,04-2018,CMF,0.0,0.0,0.45299999999999996,39.827,11.868,0.07400000000000001,0.0,0.0,52.222
Apr-18,04-2018,COR,0.0,0.0,0.2,77.2,10.9,0.0,0.0,0.0,88.30000000000001
Apr-18,04-2018,CRC,0.0,0.0,36.9,213.5,85.4,0.0,0.0,0.0,335.8
Apr-18,04-2018,CTF,0.0,0.0,11.19,0.024,0.0,0.0,0.0,0.0,11.213999999999999
Apr-18,04-2018,CVSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apr-18,04-2018,DVI,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
Apr-18,04-2018,FOL,0.0,0.0,26.21,59.400000000000006,19.5,0.0,0.0,0.0,105.11000000000001
Apr-18,04-2018,HDSP,0.0,0.0,18.41,23.5,58.9,61.2,0.0,0.0,162.01
Apr-18,04-2018,ISP,0.0,0.0,7.48,0.06,6.42,0.0,0.0,0.0,13.96
Apr-18,04-2018,KVSP,0.0,0.0,14.32,20.0,242.0,0.0,0.0,0.0,276.32
Apr-18,04-2018,LAC,0.0,0.0,10.32,199.09,128.82,0.0,0.0,0.0,338.23
Apr-18,04-2018,MCSP,0.0,0.0,49.4,18.6,45.0,0.0,0.0,0.0,113.0
Apr-18,04-2018,NKSP,0.0,0.0,106.3,39.8,126.5,0.0,0.0,0.0,272.6
Apr-18,04-2018,PBSP,0.0,0.0,1.0,0.0,2.6,0.0,0.0,0.0,3.6
Apr-18,04-2018,PVSP,0.0,0.0,0.0,0.29,4.3,0.29,0.0,0.0,4.88
Apr-18,04-2018,RJD,0.0,0.0,10.3,9.8,31.9,0.0,0.0,0.0,52.0
Apr-18,04-2018,SAC,0.0,0.0,33.8201,95.25,32.36,0.0,0.0,0.0,161.43009999999998
Apr-18,04-2018,SATF,0.0,0.0,16.32,0.0,129.2,0.0,0.0,0.0,145.51999999999998
Apr-18,04-2018,SCC,0.0,0.0,8.876,211.60000000000002,359.5,0.0,0.0,0.0,579.976
Apr-18,04-2018,SOL,0.0,0.0,4.0,88.89999999999999,6.1,0.0,0.0,0.0,98.99999999999999
Apr-18,04-2018,SQ,6.71,0.48,0.0,64.85,0.0,0.0,0.0,0.0,72.03999999999999
Apr-18,04-2018,SVSP,0.0,0.0,52.6,183.38099999999997,132.953,30.81,0.0,0.0,399.74399999999997
Apr-18,04-2018,VSP,0.0,0.0,0.34,3.0,0.0,0.0,0.0,0.0,3.34
Apr-18,04-2018,WSP,0.0,0.0,5.82,76.94,26.0,0.0,0.0,0.0,108.75999999999999
May-18,05-2018,ASP,0.0,0.0,6.1,4.3,6.1,0.0,0.0,0.0,16.5
May-18,05-2018,CAC,0.0,0.37,118.01,66.0,119.42,0.0,0.0,0.0,303.8
May-18,05-2018,CAL,0.0,0.0,56.85,4.85,94.8,0.8,0.0,0.0,157.3
May-18,05-2018,CCC,0.0,0.0,0.0,261.9,22.5,0.0,0.0,0.0,284.4
May-18,05-2018,CCI,0.0,0.0,25.95,11.73,5.28,0.0,0.0,0.0,42.96
May-18,05-2018,CCWF,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
May-18,05-2018,CEN,0.0,5.0,68.8,345.9,125.5,0.0,0.0,0.0,545.2
May-18,05-2018,CHCF,0.0,0.0,0.7,2.88,0.0,0.0,0.0,0.0,3.58
May-18,05-2018,CIM,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
May-18,05-2018,CIW,0.0,0.0,22.0,0.0,2.5,0.0,0.0,0.0,24.5
May-18,05-2018,CMC,0.0,0.0,22.01,0.0,3.0,0.0,0.0,0.0,25.01
May-18,05-2018,CMF,0.0,0.0,0.0,113.52000000000001,22.5,0.0,0.0,0.0,136.02
May-18,05-2018,COR,0.0,0.0,26.8,226.1,21.4,0.0,0.0,0.0,274.3
May-18,05-2018,CRC,0.0,0.0,0.8,26.6,3.28,0.0,0.0,0.0,30.680000000000003
May-18,05-2018,CTF,0.0,0.0,0.25,46.374,14.84,0.0,0.0,0.0,61.464
May-18,05-2018,CVSP,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0
May-18,05-2018,DVI,0.0,0.0,2.0,31.965,2.21,0.0,0.0,0.0,36.175000000000004
May-18,05-2018,FOL,0.0,0.0,62.71,235.31,64.91,0.0,0.0,0.0,362.92999999999995
May-18,05-2018,HDSP,0.0,0.0,3.6,295.69,16.6,5.7,0.0,0.0,321.59000000000003
May-18,05-2018,ISP,0.0,0.0,0.77,6.24,40.52,0.0,0.0,0.0,47.53
May-18,05-2018,KVSP,0.0,0.0,0.98,159.9,20.41,0.0,0.0,0.0,181.29
May-18,05-2018,LAC,0.0,0.0,6.2,124.859,22.2,0.0,0.0,0.0,153.259
May-18,05-2018,MCSP,0.0,0.0,1.0,129.5,0.0,0.0,0.0,0.0,130.5
May-18,05-2018,NKSP,0.0,0.0,39.8,82.2,5.3,0.0,0.0,0.0,127.3
May-18,05-2018,PBSP,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0
May-18,05-2018,PVSP,0.0,0.0,83.44,131.52,0.7,0.0,0.0,0.0,215.66
May-18,05-2018,RJD,0.0,0.0,13.4,47.6,16.6,0.0,0.0,0.0,77.6
May-18,05-2018,SAC,0.0,10.68,103.221,40.339999999999996,9.09,0.0,0.0,0.0,163.33100000000002
May-18,05-2018,SATF,0.0,0.0,0.12,19.61,103.21,0.0,0.0,0.0,122.94
May-18,05-2018,SCC,0.0,0.0,7.295,103.7,152.857,0.0,0.0,0.0,263.852
May-18,05-2018,SOL,0.0,0.0,0.0,83.8,3.7,1.8,0.0,0.0,89.3
May-18,05-2018,SQ,0.0,0.0,27.71,75.97,1.25,0.0,0.0,0.0,104.93
May-18,05-2018,SVSP,0.0,0.0,69.02000000000001,906.218,4.3629999999999995,14.74,0.0,0.0,994.3409999999999
May-18,05-2018,VSP,0.0,0.0,27.49,125.09,73.01,0.0,0.0,0.0,225.59000000000003
May-18,05-2018,WSP,0.0,0.0,0.63,0.0,19.46,0.0,0.0,0.0,20.09
Jun-18,06-2018,ASP,0.0,0.0,8.54,0.0,54.77,0.0,0.0,0.0,63.31
Jun-18,06-2018,CAC,0.0,0.0,0.0,6.69,0.0,0.0,0.0,0.0,6.69
Jun-18,06-2018,CAL,0.0,0.0,14.6,23.8,4.6,0.0,0.0,0.0,43.0
Jun-18,06-2018,CCC,0.0,0.0,1.5,19077.77,9.600000000000001,0.0,0.0,0.0,19088.87
Jun-18,06-2018,CCI,0.0,0.0,54.75,0.0,46.91,0.0,0.0,0.0,101.66
Jun-18,06-2018,CCWF,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,28.6
Jun-18,06-2018,CEN,0.0,0.0,69.2,207.1,39.0,0.0,0.0,0.0,315.3
Jun-18,06-2018,CHCF,0.0,0.0,0.0,66.46000000000001,25.63,0.0,0.0,0.0,92.09
Jun-18,06-2018,CIM,0.0,0.0,1.1,22.3,5.4,0.0,0.0,0.0,28.800000000000004
Jun-18,06-2018,CIW,0.0,0.0,22.4,0.0,84.18,0.0,0.0,0.0,106.58000000000001
Jun-18,06-2018,CMC,0.0,0.0,1.4,24.9,74.1,0.0,0.0,0.0,100.39999999999999
Jun-18,06-2018,CMF,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3
Jun-18,06-2018,COR,0.0,0.0,82.19999999999999,0.1,1.8,0.0,0.0,0.0,84.09999999999998
Jun-18,06-2018,CRC,0.0,0.0,0.4,71.1,1.6,0.0,0.0,0.0,73.1
Jun-18,06-2018,CTF,0.0,0.0,13.45,17.7,9.469999999999999,0.0,0.0,0.0,40.62
Jun-18,06-2018,CVSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jun-18,06-2018,DVI,0.0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,54.5
Jun-18,06-2018,FOL,0.0,0.0,2.6,1.8,5.7,0.0,0.0,0.0,10.100000000000001
Jun-18,06-2018,HDSP,0.0,0.0,0.0,8.3,23.4,4.0,0.0,0.0,35.7
Jun-18,06-2018,ISP,0.0,0.0,55.989999999999995,86.01,65.9,0.0,0.0,0.0,207.9
Jun-18,06-2018,KVSP,0.0,0.0,87.3,35.7,93.72,0.0,0.0,0.0,216.72
Jun-18,06-2018,LAC,0.0,0.0,197.96,92.5,5.0,21.8,0.0,0.0,317.26000000000005
Jun-18,06-2018,MCSP,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3
Jun-18,06-2018,NKSP,0.0,0.0,0.5,3.4,1.2,0.0,0.0,0.0,5.1
Jun-18,06-2018,PBSP,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3
Jun-18,06-2018,PVSP,0.0,0.0,100.81,84.5,24.27,0.0,0.0,0.0,209.58
Jun-18,06-2018,RJD,0.0,0.0,36.7,270.9,107.5,0.0,0.0,0.0,415.09999999999997
Jun-18,06-2018,SAC,0.0,0.0,69.68,0.0,1.8900000000000001,0.0,0.0,0.0,71.57000000000001
Jun-18,06-2018,SATF,0.0,0.0,1.3,4.0,26.5,0.0,0.0,0.0,31.8
Jun-18,06-2018,SCC,0.0,0.0,45.4,21.0,180.60000000000002,0.0,0.0,0.0,247.00000000000003
Jun-18,06-2018,SOL,0.0,0.0,111.5,113.89999999999999,11.6,6.1,0.0,0.0,243.09999999999997
Jun-18,06-2018,SQ,0.0,0.0,99.64999999999999,177.97,22.299999999999997,0.0,0.0,0.0,299.92
Jun-18,06-2018,SVSP,1.0,0.0,6.9,398.21999999999997,266.87,0.2,0.0,0.0,673.19
Jun-18,06-2018,VSP,0.0,0.0,45.59,0.0,114.25,0.0,0.0,0.0,159.84
Jun-18,06-2018,WSP,0.0,0.0,0.0,0.0,965.8,0.0,0.0,0.0,965.8
Jul-18,07-2018,ASP,0.0,0.0,109.34,1.06,15.06,0.0,0.0,0.0,125.46000000000001
Jul-18,07-2018,CAC,0.0,0.0,12.66,0.0,0.0,0.0,0.0,0.0,12.66
Jul-18,07-2018,CAL,0.1,0.0,29.4,0.28,40.3,3.3,0.0,0.0,73.38
Jul-18,07-2018,CCC,0.0,0.0,2.4,12.57,0.0,0.0,0.0,0.0,14.97
Jul-18,07-2018,CCI,0.0,0.0,2.42,0.0,7.72,0.0,0.0,0.0,10.14
Jul-18,07-2018,CCWF,0.0,0.0,8.0,0.0,18.0,0.0,0.0,0.0,26.0
Jul-18,07-2018,CEN,0.0,0.0,286.8,118.2,434.29999999999995,0.0,0.0,0.0,839.3
Jul-18,07-2018,CHCF,0.0,0.0,0.0,112.86,15.68,0.0,0.0,0.0,128.54
Jul-18,07-2018,CIM,0.0,0.0,0.5,0.0,2.7,0.0,0.0,0.0,3.2
Jul-18,07-2018,CIW,0.0,0.0,0.0,0.0,37.72,0.0,0.0,0.0,37.72
Jul-18,07-2018,CMC,0.0,0.0,21.35,0.02,0.03,0.0,0.0,0.0,21.400000000000002
Jul-18,07-2018,CMF,0.0,0.0,4.7,0.2,34.8,0.0,0.0,0.0,39.699999999999996
Jul-18,07-2018,COR,0.0,0.0,0.1,653.0,0.74,0.0,0.0,0.0,653.84
Jul-18,07-2018,CRC,0.0,0.0,7.6,1118.41,0.0,0.0,0.0,0.0,1126.01
Jul-18,07-2018,CTF,0.0,0.0,2.017,0.64,0.05,0.0,0.0,0.0,2.707
Jul-18,07-2018,CVSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul-18,07-2018,DVI,0.0,0.0,0.165,10.359,2.1830000000000003,0.0,0.0,0.0,12.706999999999999
Jul-18,07-2018,FOL,0.0,0.0,0.1,10.6,0.9,0.0,0.0,0.0,11.6
Jul-18,07-2018,HDSP,0.0,0.0,53.04,22.8,55.8,3.4,0.0,0.0,135.04
Jul-18,07-2018,ISP,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,3.45
Jul-18,07-2018,KVSP,0.0,0.0,0.3,96.6,170.99,0.0,0.0,0.0,267.89
Jul-18,07-2018,LAC,0.0,0.0,16.72,43.93,24.1,7.9,0.0,0.0,92.65
Jul-18,07-2018,MCSP,0.0,0.0,5.1,42.29,19.0,26.3,0.0,0.0,92.69
Jul-18,07-2018,NKSP,0.0,0.0,6.2,4.4,0.4,0.0,0.0,0.0,11.000000000000002
Jul-18,07-2018,PBSP,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01
Jul-18,07-2018,PVSP,0.0,0.0,61.02,0.0,62.6,6.2,0.0,0.0,129.82
Jul-18,07-2018,RJD,0.0,0.0,5.1,86.9,22.1,0.0,0.0,0.0,114.1
Jul-18,07-2018,SAC,0.0,0.0,25.200000000000003,79.64,1.67,0.0,0.0,0.0,106.51
Jul-18,07-2018,SATF,0.0,0.0,86.1,16.7,45.2,0.0,0.0,0.0,148.0
Jul-18,07-2018,SCC,0.0,0.0,7.6,0.2,85.87,0.0,0.0,0.0,93.67
Jul-18,07-2018,SOL,0.0,0.0,19.6,50.82,10.25,31.9,0.0,0.0,112.57
Jul-18,07-2018,SQ,0.0,0.0,62.06,576.02,317.45000000000005,0.0,0.0,0.0,955.53
Jul-18,07-2018,SVSP,0.0,0.0,340.55,26.2,119.08,0.0,0.0,0.0,485.83
Jul-18,07-2018,VSP,0.0,0.0,0.0,135.87,73.83,0.0,0.0,0.0,209.7
Jul-18,07-2018,WSP,0.0,0.0,7.49,2.66,0.3,0.0,0.0,0.0,10.450000000000001
Aug-18,08-2018,ASP,0.0,0.0,3.9701,1.78,0.0,1.78,0.0,0.0,7.5301
Aug-18,08-2018,CAC,0.0,0.0,557.12,19.4,0.0,0.0,0.0,0.0,576.52
Aug-18,08-2018,CAL,0.0,0.0,65.7,20.62,0.74,2.3,0.0,0.0,89.36
Aug-18,08-2018,CCC,0.0,0.0,3.5,0.26,1.1,2.9,0.0,0.0,7.76
Aug-18,08-2018,CCI,0.0,0.0,0.0,0.0,29.61,0.0,0.0,0.0,29.61
Aug-18,08-2018,CCWF,0.0,0.0,3.5,0.2,4.7,0.0,0.0,0.0,8.4
Aug-18,08-2018,CEN,0.0,0.0,198.1,142.7,35.0,0.0,0.0,0.0,375.79999999999995
Aug-18,08-2018,CHCF,0.0,0.0,0.0,193.57999999999998,0.0,0.0,0.0,0.0,193.57999999999998
Aug-18,08-2018,CIM,0.0,0.0,1.8,0.3,0.2,0.0,0.0,0.0,2.3000000000000003
Aug-18,08-2018,CIW,0.0,0.0,0.08,0.7,2.8,0.0,0.0,0.0,3.5799999999999996
Aug-18,08-2018,CMC,0.0,0.0,2.92,3.0,5.525,0.0,0.0,0.0,11.445
Aug-18,08-2018,CMF,0.0,0.0,0.21899999999999997,36.8,2.6,0.0,0.0,0.0,39.619
Aug-18,08-2018,COR,0.0,0.0,78.4,33.699999999999996,3.4,0.0,0.0,0.0,115.5
Aug-18,08-2018,CRC,0.0,0.0,78.2,98.4,485.4,0.0,0.0,0.0,662.0
Aug-18,08-2018,CTF,0.0,0.0,76.53,0.45,0.71,0.0,0.0,0.0,77.69
Aug-18,08-2018,CVSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aug-18,08-2018,DVI,0.0,0.74,0.667,84.123,4.252000000000001,0.0,0.0,0.0,89.782
Aug-18,08-2018,FOL,0.0,0.0,2.62,313.9,4.0,0.0,0.0,0.0,320.52
Aug-18,08-2018,HDSP,0.0,0.0,164.2,9.8,112.19999999999999,2.1,0.0,0.0,288.3
Aug-18,08-2018,ISP,0.0,0.0,56.46,1.22,0.0,69.72,0.0,0.0,127.4
Aug-18,08-2018,KVSP,0.0,0.0,4.04,157.1,60.07,38.2,0.0,0.0,259.40999999999997
Aug-18,08-2018,LAC,0.0,0.0,30.8,48.89,26.65,42.02,0.0,0.0,148.36
Aug-18,08-2018,MCSP,0.4,0.0,49.3,18.66,83.7,0.0,0.0,0.0,152.06
Aug-18,08-2018,NKSP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Aug-18,08-2018,PBSP,0.0,0.0,59.3,12.41,0.0,0.0,0.0,0.0,71.71
Aug-18,08-2018,PVSP,0.0,0.0,2.46,113.01,28.22,0.0,0.0,0.0,143.69
Aug-18,08-2018,RJD,0.0,0.0,2.1,0.9,1.8,0.0,0.0,0.0,4.8
Aug-18,08-2018,SAC,0.0,0.0,2.23,17.215,2.45,0.0,0.0,0.0,21.895
Aug-18,08-2018,SATF,0.0,0.0,19.8,3.4,6.6,4.4,0.0,0.0,34.199999999999996
Aug-18,08-2018,SCC,0.0,0.0,0.754,10.0,67.6,0.0,0.0,0.0,78.354
Aug-18,08-2018,SOL,0.0,0.0,30.1,349.5,5.4,2.8,0.0,0.0,387.8
Aug-18,08-2018,SQ,0.0,0.0,6.31,44.88,0.94,0.0,0.0,0.0,52.13
Aug-18,08-2018,SVSP,0.0,0.0,168.97,241.69,63.24,0.0,0.0,0.0,473.9
Aug-18,08-2018,VSP,0.0,0.0,0.0,8.04,1.86,0.0,0.0,0.0,9.899999999999999
Aug-18,08-2018,WSP,0.0,0.0,0.0,0.11,55.5,4.78,0.0,0.0,60.39
Sep-18,09-2018,ASP,0.0,0.0,6.8101,0.0,24.56,0.0,0.0,0.0,31.3701
Sep-18,09-2018,CAC,0.0,0.0,30.810000000000002,57.4,6.6,0.0,0.0,0.0,94.81
Sep-18,09-2018,CAL,0.0,0.0,77.30000000000001,4.2,152.9,0.0,0.0,0.0,234.40000000000003
Sep-18,09-2018,CCC,0.3,0.0,0.8,148.1,95.4,0.0,0.0,0.0,244.6
Sep-18,09-2018,CCI,0.0,0.0,7.44,4.66,0.23,0.0,0.0,0.0,12.330000000000002
Sep-18,09-2018,CCWF,0.0,0.0,10.4,7.5,28.5,0.0,0.0,0.0,46.4
Sep-18,09-2018,CEN,0.0,0.0,112.3,58.1,63.7,0.0,0.0,0.0,234.10000000000002
Sep-18,09-2018,CHCF,0.0,0.0,0.0,45.62,1.48,0.0,0.0,0.0,47.099999999999994
Sep-18,09-2018,CIM,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,15.3
Sep-18,09-2018,CIW,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,8.2
Sep-18,09-2018,CMC,0.0,0.0,25.03,56.451,42.08,0.0,0.0,0.0,123.56099999999999
Sep-18,09-2018,CMF,0.0,0.0,2.0,167.2,63.4,0.0,0.0,0.0,232.6
Sep-18,09-2018,COR,0.0,0.0,11.81,75.3,2.4,0.0,0.0,0.0,89.51
Sep-18,09-2018,CRC,0.0,0.0,0.2,11.4,448.8,0.0,0.0,0.0,460.40000000000003
Sep-18,09-2018,CTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sep-18,09-2018,CVSP,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,66.0
Sep-18,09-2018,DVI,0.0,0.0,45.751000000000005,58.24100000000001,73.72699999999999,0.0,0.0,0.0,177.719
Sep-18,09-2018,FOL,0.0,0.0,0.3,132.1,21.2,0.0,0.0,0.0,153.6
Sep-18,09-2018,HDSP,0.0,0.0,105.8,29.5,73.0,1.5,0.0,0.0,209.8
Sep-18,09-2018,ISP,0.0,0.0,9.41,0.0,0.0,0.0,0.0,0.0,9.41
Sep-18,09-2018,KVSP,0.0,0.0,32.3,54.6,56.22,0.0,0.0,0.0,143.12
Sep-18,09-2018,LAC,0.0,0.0,8.17,46.2,55.58,0.05,0.0,0.0,110.0
Sep-18,09-2018,MCSP,0.0,0.0,0.2,74.8,2.8,0.0,0.0,0.0,77.8
Sep-18,09-2018,NKSP,0.0,0.0,3.9000000000000004,85.9,32.3,0.0,0.0,0.0,122.10000000000001
Sep-18,09-2018,PBSP,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Sep-18,09-2018,PVSP,0.0,0.0,90.56,156.34,1.06,13.55,0.0,0.0,261.51
Sep-18,09-2018,RJD,19.2,0.0,52.3,259.0,193.8,0.0,0.0,0.0,524.3
Sep-18,09-2018,SAC,0.0,0.0,48.77,1.46,1.35,0.0,0.0,0.0,51.580000000000005
Sep-18,09-2018,SATF,0.0,0.0,169.0,0.0,91.2,60.4,0.0,0.0,320.59999999999997
Sep-18,09-2018,SCC,0.0,0.0,1.9,133.39999999999998,180.4,0.0,0.0,0.0,315.7
Sep-18,09-2018,SOL,0.0,0.0,26.8,87.1,2.5,0.0,0.0,0.0,116.39999999999999
Sep-18,09-2018,SQ,0.0,0.0,30.85,1.09,16.89,0.0,0.0,0.0,48.83
Sep-18,09-2018,SVSP,0.0,0.0,121.2,222.9,77.164,1.2,0.0,0.0,422.464
Sep-18,09-2018,VSP,0.0,0.0,0.0,95.75999999999999,0.0,0.0,0.0,0.0,95.75999999999999
Sep-18,09-2018,WSP,0.0,0.0,0.85,11.15,22.05,0.0,0.0,0.0,34.05
Oct-18,10-2018,ASP,0.0,0.0,0.09,0.0,100.03,0.0,0.0,0.0,100.12
Oct-18,10-2018,CAC,0.0,0.0,0.0,75.8,62.2,0.0,0.0,0.0,138.0
Oct-18,10-2018,CAL,0.0,0.0,56.67,0.1,73.8,31.3,0.0,0.0,161.87
Oct-18,10-2018,CCC,0.0,0.0,0.10099999999999999,3.2,0.0,0.0,0.0,0.0,3.301
Oct-18,10-2018,CCI,0.0,0.0,22.05,0.0,164.49,0.0,0.0,0.0,186.54000000000002
Oct-18,10-2018,CCWF,0.0,0.0,0.1,2.3,0.8,0.0,0.0,0.0,3.2
Oct-18,10-2018,CEN,0.0,0.0,43.2,453.29999999999995,100.4,0.0,0.0,0.0,596.9
Oct-18,10-2018,CHCF,0.0,0.0,0.0,7.47,0.26,0.0,0.0,0.0,7.7299999999999995
