SearchDate,MonthYear,Institution,CellPhone_Disc,CellPhone_Amnt,Cocaine_Disc,Cocaine_Amnt (Grams),Hash_Disc,Hash_Amnt (Grams),Heroin_Disc,Heroin_Amnt (Grams),Marijuana_Disc,Marijuana_Amnt (Grams),Methamphetamine_Disc,Methamphetamine_Amnt (Grams),Tobacco_Disc,Tobacco_Amnt (Grams),ButaneHoneyOil_Disc,ButaneHoneyOil_Amnt (Grams),Suboxone_Disc,Suboxone_Amnt (Grams),Fentanyl_Disc,Fentanyl_Amnt (Grams)
May-18,05-2018,PBSP,2,2,0,0,0,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0
May-18,05-2018,PVSP,13,25,0,0,0,0,3,83.44,3,131.52,1,0.7,0,0,0,0,0,0,0,0
May-18,05-2018,RJD,4,6,0,0,0,0,5,13.4,4,31.7,8,16.6,1,1.6,0,0,0,0,0,0
May-18,05-2018,SAC,51,88,0,0,0,0,8,102.711,6,38.01,2,7.28,4,212.89,0,0,0,0,0,0
May-18,05-2018,SATF,19,20,0,0,0,0,3,0.12,3,18.61,7,103.21,0,0,0,0,0,0,0,0
May-18,05-2018,SCC,50,69,0,0,0,0,9,6.595,10,94.9,11,135.657,7,5684.7148,0,0,0,0,0,0
May-18,05-2018,SOL,40,61,0,0,0,0,0,0,8,81.8,4,3.2,3,242.6,1,1.8,0,0,0,0
May-18,05-2018,SQ,23,23,0,0,0,0,4,27.54,3,75.97,0,0,2,166.75,0,0,0,0,0,0
May-18,05-2018,SVSP,25,50,0,0,0,0,5,62.02,2,0.218,1,2.363,0,0,2,14.74,0,0,0,0
May-18,05-2018,VSP,4,4,0,0,0,0,1,27.49,3,125.09,2,73.01,1,41.02,0,0,0,0,0,0
May-18,05-2018,WSP,11,29,0,0,0,0,1,0.63,0,0,2,19.46,2,200.55,0,0,0,0,0,0
Jun-18,06-2018,ASP,2,2,0,0,0,0,1,8.54,0,0,3,54.77,1,24.96,0,0,0,0,0,0
Jun-18,06-2018,CAC,16,17,0,0,0,0,0,0,1,6.69,1,0,0,0,0,0,0,0,0,0
Jun-18,06-2018,CAL,35,38,0,0,0,0,4,14.6,3,23.8,2,4.6,1,277,0,0,0,0,0,0
Jun-18,06-2018,CCC,42,96,0,0,0,0,1,1.5,12,18870.47,2,4.2,2,252.6,0,0,0,0,0,0
Jun-18,06-2018,CCI,5,5,0,0,0,0,4,40.36,0,0,4,46.91,0,0,0,0,0,0,0,0
Jun-18,06-2018,CCWF,2,2,0,0,0,0,0,0,0,0,3,28.6,1,28,0,0,0,0,0,0
Jun-18,06-2018,CEN,19,29,0,0,0,0,3,69.2,10,116,3,39,1,2.4,0,0,0,0,0,0
Jun-18,06-2018,CHCF,14,17,0,0,0,0,0,0,12,57.39,1,24.89,4,230.6,0,0,0,0,0,0
Jun-18,06-2018,CIM,6,6,0,0,0,0,1,1.1,2,22.3,2,5.4,4,5128.5,0,0,0,0,0,0
Jun-18,06-2018,CIW,2,2,0,0,0,0,1,22.4,0,0,4,84.18,0,0,0,0,0,0,0,0
Jun-18,06-2018,CMC,20,56,0,0,0,0,6,1.4,3,18.5,2,74.1,3,336,0,0,0,0,0,0
Jun-18,06-2018,CMF,17,18,0,0,0,0,1,0,1,0.3,0,0,1,0.5,0,0,0,0,0,0
Jun-18,06-2018,COR,20,33,0,0,0,0,5,78.6,1,0.1,2,1.8,1,1842,0,0,0,0,0,0
Jun-18,06-2018,CRC,4,13,0,0,0,0,1,0.4,4,71.1,2,1.6,0,0,0,0,0,0,0,0
Jun-18,06-2018,CTF,13,17,0,0,0,0,2,7.61,4,12.82,2,2.38,0,0,0,0,0,0,0,0
Jun-18,06-2018,CVSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-18,06-2018,DVI,1,23,0,0,0,0,0,0,2,46.8,0,0,0,0,0,0,0,0,0,0
Jun-18,06-2018,FOL,18,28,0,0,0,0,1,2.6,4,1.8,3,5.7,0,0,0,0,0,0,0,0
Jun-18,06-2018,HDSP,1,2,0,0,0,0,0,0,1,3,3,23.4,0,0,1,4,0,0,0,0
Jun-18,06-2018,ISP,11,11,0,0,0,0,4,28.08,4,49.31,2,41.09,0,0,0,0,0,0,0,0
Jun-18,06-2018,KVSP,4,13,0,0,0,0,8,87.3,2,35.7,7,93.72,0,0,0,0,0,0,0,0
Jun-18,06-2018,LAC,30,45,0,0,0,0,12,197.36,7,87,0,0,3,47.9,1,21.8,0,0,0,0
Jun-18,06-2018,MCSP,3,3,0,0,0,0,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0
Jun-18,06-2018,NKSP,20,22,0,0,0,0,1,0.5,2,3.3,1,1.2,0,0,0,0,0,0,0,0
Jun-18,06-2018,PBSP,2,2,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0
Jun-18,06-2018,PVSP,8,14,0,0,0,0,6,100.81,2,84.5,3,24.27,1,2.08,0,0,0,0,0,0
Jun-18,06-2018,RJD,1,6,0,0,0,0,7,35.1,5,265.5,9,104.9,2,1235.3,0,0,0,0,0,0
Jun-18,06-2018,SAC,35,42,0,0,0,0,2,34.84,0,0,1,0.27,0,0,0,0,0,0,0,0
Jun-18,06-2018,SATF,16,19,0,0,0,0,1,1.3,2,4,1,26.5,1,23.1,0,0,0,0,0,0
Jun-18,06-2018,SCC,49,66,0,0,0,0,2,45.4,3,20.8,3,180.3,7,6999.79,0,0,0,0,0,0
Jun-18,06-2018,SOL,49,64,0,0,0,0,4,111.5,4,113.6,2,11.6,1,24.2,2,6.1,0,0,0,0
Jun-18,06-2018,SQ,26,29,0,0,0,0,6,80.82,9,165.57,4,5.08,6,3427.31,0,0,0,0,0,0
Jun-18,06-2018,SVSP,31,85,0,0,0,0,5,6.9,8,392.82,8,266.87,3,1819.75,1,0.2,0,0,0,0
Jun-18,06-2018,VSP,5,5,0,0,0,0,2,45.59,0,0,1,114.25,1,376.78,0,0,0,0,0,0
Jun-18,06-2018,WSP,9,26,0,0,0,0,0,0,0,0,0,0,3,1229.8,0,0,0,0,0,0
Jul-18,07-2018,ASP,1,1,0,0,0,0,2,109.34,1,1.06,1,15.06,0,0,0,0,0,0,0,0
Jul-18,07-2018,CAC,19,24,0,0,0,0,1,12.66,0,0,0,0,0,0,0,0,0,0,0,0
Jul-18,07-2018,CAL,31,38,1,0.1,0,0,4,29.4,1,0.28,2,30.8,0,0,1,3.3,0,0,0,0
